Current position: ['HHR', 'XHH', 'CGS', 'RDX', 'NTZ', 'HPC'], Current step: 10000049
Current position: ['KMR', 'RQX', 'CGS', 'HDJ', 'LXH', 'XBZ'], Current step: 230001390
Current position: ['RMH', 'DXS', 'DSL', 'ZZZ', 'LXH', 'HPC'], Current step: 240001439
Current position: ['CRJ', 'XXJ', 'FLC', 'RDX', 'LXH', 'VXP'], Current step: 250001488
Current position: ['CHK', 'JGX', 'GBD', 'KMS', 'LXH', 'BXK'], Current step: 260001537
Current position: ['RHN', 'DHH', 'LJM', 'LTB', 'MSQ', 'GHP'], Current step: 260001800
Current position: ['MBD', 'RHQ', 'PVJ', 'DNM', 'MSQ', 'BFS'], Current step: 270001849
Current position: ['HMN', 'KNF', 'HCT', 'GSJ', 'MSQ', 'QGQ'], Current step: 280001898
Current position: ['QHS', 'XQN', 'CDN', 'DJM', 'MSQ', 'XST'], Current step: 290001947
Current position: ['RCL', 'TNH', 'CPK', 'MQK', 'MSQ', 'SDG'], Current step: 300001996
Current position: ['DVT', 'RQF', 'PFT', 'RGP', 'MSQ', 'CCH'], Current step: 310002045
Current position: ['RJC', 'KXR', 'JXB', 'GPP', 'MSQ', 'TCG'], Current step: 320002094
Current position: ['QFJ', 'PNJ', 'RMR', 'QRM', 'MSQ', 'RMM'], Current step: 330002143
Current position: ['QRK', 'RBV', 'PLV', 'SCX', 'MSQ', 'SXR'], Current step: 340002192
Current position: ['KMR', 'VGL', 'NNC', 'VBF', 'MSQ', 'LFT'], Current step: 350002241
Current position: ['RMH', 'RNJ', 'NPR', 'FFD', 'MSQ', 'PXF'], Current step: 360002290
Current position: ['CRJ', 'NLK', 'GVG', 'PHG', 'MSQ', 'RGF'], Current step: 370002339
Current position: ['CHK', 'JKM', 'DLD', 'RMP', 'MSQ', 'TXL'], Current step: 380002388
Current position: ['VBT', 'CKS', 'KTV', 'TFH', 'MSQ', 'VKL'], Current step: 390002437
Current position: ['FFT', 'PXT', 'VXM', 'MQS', 'MSQ', 'PTP'], Current step: 400002486
Current position: ['CGM', 'SLT', 'HXG', 'VPQ', 'MSQ', 'TVB'], Current step: 410002535
Current position: ['QHQ', 'KKP', 'MHT', 'BKT', 'MSQ', 'NGD'], Current step: 420002584
Current position: ['GFG', 'JXT', 'HGM', 'TXR', 'MSQ', 'FDF'], Current step: 430002633
Current position: ['DRX', 'SJC', 'LKZ', 'MNT', 'MSQ', 'SRQ'], Current step: 440002682
Current position: ['RJC', 'GVM', 'RLT', 'HMG', 'CDH', 'RRV'], Current step: 440002945
Current position: ['QFJ', 'GBG', 'JFG', 'QVM', 'CDH', 'SDL'], Current step: 450002994
Current position: ['QRK', 'NFG', 'GLF', 'CBR', 'CDH', 'HXF'], Current step: 460003043
Current position: ['KMR', 'JTQ', 'FSG', 'GRF', 'CDH', 'RSP'], Current step: 470003092
Current position: ['RMH', 'TVR', 'LJM', 'LHD', 'CDH', 'SRJ'], Current step: 480003141
Current position: ['CRJ', 'SQB', 'PVJ', 'NMG', 'CDH', 'GHP'], Current step: 490003190
Current position: ['CHK', 'JTK', 'HCT', 'LTB', 'CDH', 'BFS'], Current step: 500003239
Current position: ['VBT', 'QRT', 'CDN', 'DNM', 'CDH', 'QGQ'], Current step: 510003288
Current position: ['FFT', 'NQV', 'CPK', 'GSJ', 'CDH', 'XST'], Current step: 520003337
Current position: ['CGM', 'RPL', 'PFT', 'DJM', 'CDH', 'SDG'], Current step: 530003386
Current position: ['QHQ', 'SSS', 'JXB', 'MQK', 'CDH', 'CCH'], Current step: 540003435
Current position: ['GFG', 'KRP', 'RMR', 'RGP', 'CDH', 'TCG'], Current step: 550003484
Current position: ['DRX', 'DKH', 'PLV', 'GPP', 'CDH', 'RMM'], Current step: 560003533
Current position: ['LBP', 'XTM', 'NNC', 'QRM', 'CDH', 'SXR'], Current step: 570003582
Current position: ['XXB', 'GSC', 'NPR', 'SCX', 'CDH', 'LFT'], Current step: 580003631
Current position: ['GCM', 'LGC', 'GVG', 'VBF', 'CDH', 'PXF'], Current step: 590003680
Current position: ['TMG', 'CLJ', 'DLD', 'FFD', 'CDH', 'RGF'], Current step: 600003729
Current position: ['PNC', 'XQZ', 'KTV', 'PHG', 'CDH', 'TXL'], Current step: 610003778
Current position: ['QDL', 'XHH', 'VXM', 'RMP', 'CDH', 'VKL'], Current step: 620003827
Current position: ['JTF', 'DVP', 'HXG', 'TFH', 'CDH', 'PTP'], Current step: 630003876
Current position: ['PFD', 'FHH', 'MHT', 'MQS', 'CDH', 'TVB'], Current step: 640003925
Current position: ['LDQ', 'HPT', 'HGM', 'VPQ', 'CDH', 'NGD'], Current step: 650003974
Current position: ['JVM', 'GKJ', 'LKZ', 'BKT', 'CDH', 'FDF'], Current step: 660004023
Current position: ['GGB', 'HBV', 'CGS', 'TXR', 'CDH', 'SRQ'], Current step: 670004072
Current position: ['BPD', 'NDC', 'DSL', 'MNT', 'CDH', 'JBS'], Current step: 680004121
Current position: ['GDR', 'MBM', 'FLC', 'BNK', 'CDH', 'XBZ'], Current step: 690004170
Current position: ['RTT', 'JNG', 'GBD', 'HGX', 'CDH', 'HPC'], Current step: 700004219
Current position: ['XGL', 'BTS', 'PPQ', 'HDJ', 'CDH', 'VXP'], Current step: 710004268
Current position: ['XPQ', 'MTH', 'HNC', 'ZZZ', 'CDH', 'BXK'], Current step: 720004317
Current position: ['RMV', 'VMT', 'RVG', 'RDX', 'CDH', 'GDF'], Current step: 730004366
Current position: ['QJP', 'TRG', 'QFM', 'KMS', 'CDH', 'HTQ'], Current step: 740004415
Current position: ['LFV', 'DNP', 'KRB', 'LXJ', 'CDH', 'CTJ'], Current step: 750004464
Current position: ['GDM', 'XXF', 'TBN', 'HTG', 'CDH', 'SBL'], Current step: 760004513
Current position: ['JHG', 'TNX', 'JMD', 'LTP', 'CDH', 'VVS'], Current step: 770004562
Current position: ['FJQ', 'VBG', 'KDB', 'TTQ', 'CDH', 'JSQ'], Current step: 780004611
Current position: ['GND', 'JGC', 'VCV', 'HNG', 'CDH', 'TBR'], Current step: 790004660
Current position: ['DMS', 'LQL', 'FMG', 'KXN', 'CDH', 'DKP'], Current step: 800004709
Current position: ['SMJ', 'HVX', 'CMB', 'MPG', 'CDH', 'DCD'], Current step: 810004758
Current position: ['GXR', 'MFX', 'NXX', 'PTG', 'CDH', 'VTK'], Current step: 820004807
Current position: ['JHM', 'KHH', 'VTG', 'TLL', 'CDH', 'JQC'], Current step: 830004856
Current position: ['FTD', 'QXH', 'BGR', 'QSH', 'CDH', 'FBT'], Current step: 840004905
Current position: ['GRJ', 'HKT', 'NMC', 'RJV', 'CDH', 'JQN'], Current step: 850004954
Current position: ['GQD', 'RQX', 'SVM', 'MGC', 'CDH', 'KVK'], Current step: 860005003
Current position: ['SQD', 'DXS', 'HCD', 'GSH', 'CDH', 'QTG'], Current step: 870005052
Current position: ['VCM', 'XXJ', 'PRR', 'KDF', 'CDH', 'DGV'], Current step: 880005101
Current position: ['KDZ', 'JGX', 'CBJ', 'PLF', 'CDH', 'BPP'], Current step: 890005150
Current position: ['HHR', 'PDL', 'QVC', 'FNK', 'CDH', 'BPR'], Current step: 900005199
Current position: ['RHN', 'DHH', 'LLH', 'THC', 'CDH', 'QXR'], Current step: 910005248
Current position: ['MBD', 'RHQ', 'JKR', 'TXX', 'CDH', 'PCS'], Current step: 920005297
Current position: ['HMN', 'KNF', 'RDT', 'SGJ', 'CDH', 'BXF'], Current step: 930005346
Current position: ['QHS', 'XQN', 'VDR', 'LDJ', 'CDH', 'BXD'], Current step: 940005395
Current position: ['RCL', 'TNH', 'GFK', 'STF', 'CDH', 'JFR'], Current step: 950005444
Current position: ['DVT', 'RQF', 'SPQ', 'KRG', 'CDH', 'JRK'], Current step: 960005493
Current position: ['RJC', 'KXR', 'SRP', 'PMD', 'CDH', 'FVM'], Current step: 970005542
Current position: ['QFJ', 'PNJ', 'TMS', 'TLM', 'CDH', 'FXB'], Current step: 980005591
Current position: ['QRK', 'RBV', 'DXX', 'TSN', 'CDH', 'RSD'], Current step: 990005640
Current position: ['KMR', 'VGL', 'DGS', 'DGH', 'CDH', 'CJP'], Current step: 1000005689
Current position: ['RMH', 'RNJ', 'GHL', 'VJM', 'CDH', 'NNN'], Current step: 1010005738
Current position: ['CRJ', 'NLK', 'DGB', 'KFQ', 'CDH', 'PPF'], Current step: 1020005787
Current position: ['CHK', 'JKM', 'HFB', 'HMG', 'CDH', 'QJR'], Current step: 1030005836
Current position: ['VBT', 'CKS', 'MJT', 'QVM', 'CDH', 'GXQ'], Current step: 1040005885
Current position: ['FFT', 'PXT', 'JBT', 'CBR', 'CDH', 'BXL'], Current step: 1050005934
Current position: ['CGM', 'SLT', 'LDN', 'GRF', 'CDH', 'LGS'], Current step: 1060005983
Current position: ['QHQ', 'KKP', 'QLN', 'LHD', 'CDH', 'DHT'], Current step: 1070006032
Current position: ['GFG', 'JXT', 'PHX', 'NMG', 'CDH', 'JNN'], Current step: 1080006081
Current position: ['DRX', 'SJC', 'XVD', 'LTB', 'CDH', 'FHS'], Current step: 1090006130
Current position: ['LBP', 'DDT', 'PJD', 'DNM', 'CDH', 'PVM'], Current step: 1100006179
Current position: ['XXB', 'GVM', 'DVM', 'GSJ', 'CDH', 'NKH'], Current step: 1110006228
Current position: ['GCM', 'GBG', 'LKP', 'DJM', 'CDH', 'VQP'], Current step: 1120006277
Current position: ['TMG', 'NFG', 'JDS', 'MQK', 'CDH', 'PLS'], Current step: 1130006326
Current position: ['PNC', 'JTQ', 'BXT', 'RGP', 'CDH', 'HGR'], Current step: 1140006375
Current position: ['QDL', 'TVR', 'VTD', 'GPP', 'CDH', 'KHD'], Current step: 1150006424
Current position: ['JTF', 'SQB', 'FLQ', 'QRM', 'CDH', 'MLT'], Current step: 1160006473
Current position: ['PFD', 'JTK', 'RLT', 'SCX', 'CDH', 'CLC'], Current step: 1170006522
Current position: ['LDQ', 'QRT', 'JFG', 'VBF', 'CDH', 'JGH'], Current step: 1180006571
Current position: ['JVM', 'NQV', 'GLF', 'FFD', 'CDH', 'FSJ'], Current step: 1190006620
Current position: ['GGB', 'RPL', 'FSG', 'PHG', 'CDH', 'LSN'], Current step: 1200006669
Current position: ['BPD', 'SSS', 'LJM', 'RMP', 'CDH', 'BJH'], Current step: 1210006718
Current position: ['GDR', 'KRP', 'PVJ', 'TFH', 'CDH', 'PMC'], Current step: 1220006767
Current position: ['RTT', 'DKH', 'HCT', 'MQS', 'CDH', 'RRV'], Current step: 1230006816
Current position: ['XGL', 'XTM', 'CDN', 'VPQ', 'CDH', 'SDL'], Current step: 1240006865
Current position: ['XPQ', 'GSC', 'CPK', 'BKT', 'CDH', 'HXF'], Current step: 1250006914
Current position: ['RMV', 'LGC', 'PFT', 'TXR', 'CDH', 'RSP'], Current step: 1260006963
Current position: ['QJP', 'CLJ', 'JXB', 'MNT', 'CDH', 'SRJ'], Current step: 1270007012
Current position: ['LFV', 'XQZ', 'RMR', 'BNK', 'CDH', 'GHP'], Current step: 1280007061
Current position: ['GDM', 'XHH', 'PLV', 'HGX', 'CDH', 'BFS'], Current step: 1290007110
Current position: ['JHG', 'DVP', 'NNC', 'HDJ', 'CDH', 'QGQ'], Current step: 1300007159
Current position: ['FJQ', 'FHH', 'NPR', 'ZZZ', 'CDH', 'XST'], Current step: 1310007208
Current position: ['GND', 'HPT', 'GVG', 'RDX', 'CDH', 'SDG'], Current step: 1320007257
Current position: ['DMS', 'GKJ', 'DLD', 'KMS', 'CDH', 'CCH'], Current step: 1330007306
Current position: ['SMJ', 'HBV', 'KTV', 'LXJ', 'CDH', 'TCG'], Current step: 1340007355
Current position: ['GXR', 'NDC', 'VXM', 'HTG', 'CDH', 'RMM'], Current step: 1350007404
Current position: ['JHM', 'MBM', 'HXG', 'LTP', 'CDH', 'SXR'], Current step: 1360007453
Current position: ['FTD', 'JNG', 'MHT', 'TTQ', 'CDH', 'LFT'], Current step: 1370007502
Current position: ['GRJ', 'BTS', 'HGM', 'HNG', 'CDH', 'PXF'], Current step: 1380007551
Current position: ['GQD', 'MTH', 'LKZ', 'KXN', 'CDH', 'RGF'], Current step: 1390007600
Current position: ['SQD', 'VMT', 'CGS', 'MPG', 'CDH', 'TXL'], Current step: 1400007649
Current position: ['VCM', 'TRG', 'DSL', 'PTG', 'CDH', 'VKL'], Current step: 1410007698
Current position: ['KDZ', 'DNP', 'FLC', 'TLL', 'CDH', 'PTP'], Current step: 1420007747
Current position: ['HHR', 'XXF', 'GBD', 'QSH', 'CDH', 'TVB'], Current step: 1430007796
Current position: ['RHN', 'TNX', 'PPQ', 'RJV', 'CDH', 'NGD'], Current step: 1440007845
Current position: ['MBD', 'VBG', 'HNC', 'MGC', 'CDH', 'FDF'], Current step: 1450007894
Current position: ['HMN', 'JGC', 'RVG', 'GSH', 'CDH', 'SRQ'], Current step: 1460007943
Current position: ['QHS', 'LQL', 'QFM', 'KDF', 'CDH', 'JBS'], Current step: 1470007992
Current position: ['RCL', 'HVX', 'KRB', 'PLF', 'CDH', 'XBZ'], Current step: 1480008041
Current position: ['DVT', 'MFX', 'TBN', 'FNK', 'CDH', 'HPC'], Current step: 1490008090
Current position: ['RJC', 'KHH', 'JMD', 'THC', 'CDH', 'VXP'], Current step: 1500008139
Current position: ['QFJ', 'QXH', 'KDB', 'TXX', 'CDH', 'BXK'], Current step: 1510008188
Current position: ['QRK', 'HKT', 'VCV', 'SGJ', 'CDH', 'GDF'], Current step: 1520008237
Current position: ['KMR', 'RQX', 'FMG', 'LDJ', 'CDH', 'HTQ'], Current step: 1530008286
Current position: ['RMH', 'DXS', 'CMB', 'STF', 'CDH', 'CTJ'], Current step: 1540008335
Current position: ['CRJ', 'XXJ', 'NXX', 'KRG', 'CDH', 'SBL'], Current step: 1550008384
Current position: ['CHK', 'JGX', 'VTG', 'PMD', 'CDH', 'VVS'], Current step: 1560008433
Current position: ['VBT', 'PDL', 'BGR', 'TLM', 'CDH', 'JSQ'], Current step: 1570008482
Current position: ['FFT', 'DHH', 'NMC', 'TSN', 'CDH', 'TBR'], Current step: 1580008531
Current position: ['CGM', 'RHQ', 'SVM', 'DGH', 'CDH', 'DKP'], Current step: 1590008580
Current position: ['QHQ', 'KNF', 'HCD', 'VJM', 'CDH', 'DCD'], Current step: 1600008629
Current position: ['GFG', 'XQN', 'PRR', 'KFQ', 'CDH', 'VTK'], Current step: 1610008678
Current position: ['DRX', 'TNH', 'CBJ', 'HMG', 'CDH', 'JQC'], Current step: 1620008727
Current position: ['LBP', 'RQF', 'QVC', 'QVM', 'CDH', 'FBT'], Current step: 1630008776
Current position: ['XXB', 'KXR', 'LLH', 'CBR', 'CDH', 'JQN'], Current step: 1640008825
Current position: ['GCM', 'PNJ', 'JKR', 'GRF', 'CDH', 'KVK'], Current step: 1650008874
Current position: ['TMG', 'RBV', 'RDT', 'LHD', 'CDH', 'QTG'], Current step: 1660008923
Current position: ['PNC', 'VGL', 'VDR', 'NMG', 'CDH', 'DGV'], Current step: 1670008972
Current position: ['QDL', 'RNJ', 'GFK', 'LTB', 'CDH', 'BPP'], Current step: 1680009021
Current position: ['JTF', 'NLK', 'SPQ', 'DNM', 'CDH', 'BPR'], Current step: 1690009070
Current position: ['PFD', 'JKM', 'SRP', 'GSJ', 'CDH', 'QXR'], Current step: 1700009119
Current position: ['LDQ', 'CKS', 'TMS', 'DJM', 'CDH', 'PCS'], Current step: 1710009168
Current position: ['JVM', 'PXT', 'DXX', 'MQK', 'CDH', 'BXF'], Current step: 1720009217
Current position: ['GGB', 'SLT', 'DGS', 'RGP', 'CDH', 'BXD'], Current step: 1730009266
Current position: ['BPD', 'KKP', 'GHL', 'GPP', 'CDH', 'JFR'], Current step: 1740009315
Current position: ['GDR', 'JXT', 'DGB', 'QRM', 'CDH', 'JRK'], Current step: 1750009364
Current position: ['RTT', 'SJC', 'HFB', 'SCX', 'CDH', 'FVM'], Current step: 1760009413
Current position: ['XGL', 'DDT', 'MJT', 'VBF', 'CDH', 'FXB'], Current step: 1770009462
Current position: ['XPQ', 'GVM', 'JBT', 'FFD', 'CDH', 'RSD'], Current step: 1780009511
Current position: ['RMV', 'GBG', 'LDN', 'PHG', 'CDH', 'CJP'], Current step: 1790009560
Current position: ['QJP', 'NFG', 'QLN', 'RMP', 'CDH', 'NNN'], Current step: 1800009609
Current position: ['LFV', 'JTQ', 'PHX', 'TFH', 'CDH', 'PPF'], Current step: 1810009658
Current position: ['GDM', 'TVR', 'XVD', 'MQS', 'CDH', 'QJR'], Current step: 1820009707
Current position: ['JHG', 'SQB', 'PJD', 'VPQ', 'CDH', 'GXQ'], Current step: 1830009756
Current position: ['FJQ', 'JTK', 'DVM', 'BKT', 'CDH', 'BXL'], Current step: 1840009805
Current position: ['GND', 'QRT', 'LKP', 'TXR', 'CDH', 'LGS'], Current step: 1850009854
Current position: ['DMS', 'NQV', 'JDS', 'MNT', 'CDH', 'DHT'], Current step: 1860009903
Current position: ['SMJ', 'RPL', 'BXT', 'BNK', 'CDH', 'JNN'], Current step: 1870009952
Current position: ['GXR', 'SSS', 'VTD', 'HGX', 'CDH', 'FHS'], Current step: 1880010001
Current position: ['JHM', 'KRP', 'FLQ', 'HDJ', 'CDH', 'PVM'], Current step: 1890010050
Current position: ['FTD', 'DKH', 'RLT', 'ZZZ', 'CDH', 'NKH'], Current step: 1900010099
Current position: ['GRJ', 'XTM', 'JFG', 'RDX', 'CDH', 'VQP'], Current step: 1910010148
Current position: ['GQD', 'GSC', 'GLF', 'KMS', 'CDH', 'PLS'], Current step: 1920010197
Current position: ['SQD', 'LGC', 'FSG', 'LXJ', 'CDH', 'HGR'], Current step: 1930010246
Current position: ['VCM', 'CLJ', 'LJM', 'HTG', 'CDH', 'KHD'], Current step: 1940010295
Current position: ['KDZ', 'XQZ', 'PVJ', 'LTP', 'CDH', 'MLT'], Current step: 1950010344
Current position: ['HHR', 'XHH', 'HCT', 'TTQ', 'CDH', 'CLC'], Current step: 1960010393
Current position: ['RHN', 'DVP', 'CDN', 'HNG', 'CDH', 'JGH'], Current step: 1970010442
Current position: ['MBD', 'FHH', 'CPK', 'KXN', 'CDH', 'FSJ'], Current step: 1980010491
Current position: ['HMN', 'HPT', 'PFT', 'MPG', 'CDH', 'LSN'], Current step: 1990010540
Current position: ['QHS', 'GKJ', 'JXB', 'PTG', 'CDH', 'BJH'], Current step: 2000010589
Current position: ['RCL', 'HBV', 'RMR', 'TLL', 'CDH', 'PMC'], Current step: 2010010638
Current position: ['DVT', 'NDC', 'PLV', 'QSH', 'CDH', 'RRV'], Current step: 2020010687
Current position: ['RJC', 'MBM', 'NNC', 'RJV', 'CDH', 'SDL'], Current step: 2030010736
Current position: ['QFJ', 'JNG', 'NPR', 'MGC', 'CDH', 'HXF'], Current step: 2040010785
Current position: ['QRK', 'BTS', 'GVG', 'GSH', 'CDH', 'RSP'], Current step: 2050010834
Current position: ['KMR', 'MTH', 'DLD', 'KDF', 'CDH', 'SRJ'], Current step: 2060010883
Current position: ['RMH', 'VMT', 'KTV', 'PLF', 'CDH', 'GHP'], Current step: 2070010932
Current position: ['CRJ', 'TRG', 'VXM', 'FNK', 'CDH', 'BFS'], Current step: 2080010981
Current position: ['CHK', 'DNP', 'HXG', 'THC', 'CDH', 'QGQ'], Current step: 2090011030
Current position: ['VBT', 'XXF', 'MHT', 'TXX', 'CDH', 'XST'], Current step: 2100011079
Current position: ['FFT', 'TNX', 'HGM', 'SGJ', 'CDH', 'SDG'], Current step: 2110011128
Current position: ['CGM', 'VBG', 'LKZ', 'LDJ', 'CDH', 'CCH'], Current step: 2120011177
Current position: ['QHQ', 'JGC', 'CGS', 'STF', 'CDH', 'TCG'], Current step: 2130011226
Current position: ['GFG', 'LQL', 'DSL', 'KRG', 'CDH', 'RMM'], Current step: 2140011275
Current position: ['DRX', 'HVX', 'FLC', 'PMD', 'CDH', 'SXR'], Current step: 2150011324
Current position: ['LBP', 'MFX', 'GBD', 'TLM', 'CDH', 'LFT'], Current step: 2160011373
Current position: ['XXB', 'KHH', 'PPQ', 'TSN', 'CDH', 'PXF'], Current step: 2170011422
Current position: ['GCM', 'QXH', 'HNC', 'DGH', 'CDH', 'RGF'], Current step: 2180011471
Current position: ['TMG', 'HKT', 'RVG', 'VJM', 'CDH', 'TXL'], Current step: 2190011520
Current position: ['PNC', 'RQX', 'QFM', 'KFQ', 'CDH', 'VKL'], Current step: 2200011569
Current position: ['QDL', 'DXS', 'KRB', 'HMG', 'CDH', 'PTP'], Current step: 2210011618
Current position: ['JTF', 'XXJ', 'TBN', 'QVM', 'CDH', 'TVB'], Current step: 2220011667
Current position: ['PFD', 'JGX', 'JMD', 'CBR', 'CDH', 'NGD'], Current step: 2230011716
Current position: ['LDQ', 'PDL', 'KDB', 'GRF', 'CDH', 'FDF'], Current step: 2240011765
Current position: ['JVM', 'DHH', 'VCV', 'LHD', 'CDH', 'SRQ'], Current step: 2250011814
Current position: ['GGB', 'RHQ', 'FMG', 'NMG', 'CDH', 'JBS'], Current step: 2260011863
Current position: ['BPD', 'KNF', 'CMB', 'LTB', 'CDH', 'XBZ'], Current step: 2270011912
Current position: ['GDR', 'XQN', 'NXX', 'DNM', 'CDH', 'HPC'], Current step: 2280011961
Current position: ['RTT', 'TNH', 'VTG', 'GSJ', 'CDH', 'VXP'], Current step: 2290012010
Current position: ['XGL', 'RQF', 'BGR', 'DJM', 'CDH', 'BXK'], Current step: 2300012059
Current position: ['XPQ', 'KXR', 'NMC', 'MQK', 'CDH', 'GDF'], Current step: 2310012108
Current position: ['RMV', 'PNJ', 'SVM', 'RGP', 'CDH', 'HTQ'], Current step: 2320012157
Current position: ['QJP', 'RBV', 'HCD', 'GPP', 'CDH', 'CTJ'], Current step: 2330012206
Current position: ['LFV', 'VGL', 'PRR', 'QRM', 'CDH', 'SBL'], Current step: 2340012255
Current position: ['GDM', 'RNJ', 'CBJ', 'SCX', 'CDH', 'VVS'], Current step: 2350012304
Current position: ['JHG', 'NLK', 'QVC', 'VBF', 'CDH', 'JSQ'], Current step: 2360012353
Current position: ['FJQ', 'JKM', 'LLH', 'FFD', 'CDH', 'TBR'], Current step: 2370012402
Current position: ['GND', 'CKS', 'JKR', 'PHG', 'CDH', 'DKP'], Current step: 2380012451
Current position: ['DMS', 'PXT', 'RDT', 'RMP', 'CDH', 'DCD'], Current step: 2390012500
Current position: ['SMJ', 'SLT', 'VDR', 'TFH', 'CDH', 'VTK'], Current step: 2400012549
Current position: ['GXR', 'KKP', 'GFK', 'MQS', 'CDH', 'JQC'], Current step: 2410012598
Current position: ['JHM', 'JXT', 'SPQ', 'VPQ', 'CDH', 'FBT'], Current step: 2420012647
Current position: ['FTD', 'SJC', 'SRP', 'BKT', 'CDH', 'JQN'], Current step: 2430012696
Current position: ['GRJ', 'DDT', 'TMS', 'TXR', 'CDH', 'KVK'], Current step: 2440012745
Current position: ['GQD', 'GVM', 'DXX', 'MNT', 'CDH', 'QTG'], Current step: 2450012794
Current position: ['SQD', 'GBG', 'DGS', 'BNK', 'CDH', 'DGV'], Current step: 2460012843
Current position: ['VCM', 'NFG', 'GHL', 'HGX', 'CDH', 'BPP'], Current step: 2470012892
Current position: ['KDZ', 'JTQ', 'DGB', 'HDJ', 'CDH', 'BPR'], Current step: 2480012941
Current position: ['HHR', 'TVR', 'HFB', 'ZZZ', 'CDH', 'QXR'], Current step: 2490012990
Current position: ['RHN', 'SQB', 'MJT', 'RDX', 'CDH', 'PCS'], Current step: 2500013039
Current position: ['MBD', 'JTK', 'JBT', 'KMS', 'CDH', 'BXF'], Current step: 2510013088
Current position: ['HMN', 'QRT', 'LDN', 'LXJ', 'CDH', 'BXD'], Current step: 2520013137
Current position: ['QHS', 'NQV', 'QLN', 'HTG', 'CDH', 'JFR'], Current step: 2530013186
Current position: ['RCL', 'RPL', 'PHX', 'LTP', 'CDH', 'JRK'], Current step: 2540013235
Current position: ['DVT', 'SSS', 'XVD', 'TTQ', 'CDH', 'FVM'], Current step: 2550013284
Current position: ['RJC', 'KRP', 'PJD', 'HNG', 'CDH', 'FXB'], Current step: 2560013333
Current position: ['QFJ', 'DKH', 'DVM', 'KXN', 'CDH', 'RSD'], Current step: 2570013382
Current position: ['QRK', 'XTM', 'LKP', 'MPG', 'CDH', 'CJP'], Current step: 2580013431
Current position: ['KMR', 'GSC', 'JDS', 'PTG', 'CDH', 'NNN'], Current step: 2590013480
Current position: ['RMH', 'LGC', 'BXT', 'TLL', 'CDH', 'PPF'], Current step: 2600013529
Current position: ['CRJ', 'CLJ', 'VTD', 'QSH', 'CDH', 'QJR'], Current step: 2610013578
Current position: ['CHK', 'XQZ', 'FLQ', 'RJV', 'CDH', 'GXQ'], Current step: 2620013627
Current position: ['VBT', 'XHH', 'RLT', 'MGC', 'CDH', 'BXL'], Current step: 2630013676
Current position: ['FFT', 'DVP', 'JFG', 'GSH', 'CDH', 'LGS'], Current step: 2640013725
Current position: ['CGM', 'FHH', 'GLF', 'KDF', 'CDH', 'DHT'], Current step: 2650013774
Current position: ['QHQ', 'HPT', 'FSG', 'PLF', 'CDH', 'JNN'], Current step: 2660013823
Current position: ['GFG', 'GKJ', 'LJM', 'FNK', 'CDH', 'FHS'], Current step: 2670013872
Current position: ['DRX', 'HBV', 'PVJ', 'THC', 'CDH', 'PVM'], Current step: 2680013921
